Description	OGID	110193_0	115357_0	116153_0	1629725_0	166361_0	217634_0	224129_0	41139_0	41895_0	50390_0	7048_0	7054_0	7070_0	7539_0	77166_0
None	1884at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	18850at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	18851at7041	1	1	1	1	1	1	1	1	0	1	1	1	1	1	3
None	18855at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	18856at7041	1	3	3	1	2	10	4	3	3	9	5	5	3	8	5
None	18859at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	18864at7041	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1
None	18865at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	18869at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1886at7041	2	1	1	0	1	1	1	1	1	1	2	2	1	1	2
None	18872at7041	1	1	1	0	2	2	1	1	1	1	1	1	1	1	2
None	18873at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	18881at7041	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1
None	18884at7041	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1
None	18888at7041	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
None	18889at7041	1	1	1	0	1	1	1	1	1	2	1	1	1	1	4
None	18896at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	18900at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	18903at7041	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
None	18908at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	18913at7041	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1
None	18914at7041	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1
None	18918at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	18920at7041	1	1	1	0	2	1	1	1	1	1	2	2	1	1	1
None	18924at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	3
None	18929at7041	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1
None	18934at7041	1	1	2	1	2	1	3	1	1	1	1	2	1	1	1
None	18943at7041	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
None	18945at7041	3	1	1	0	1	2	1	1	1	1	1	1	1	1	1
None	18946at7041	1	1	2	1	1	1	1	1	1	1	2	0	1	1	2
None	18947at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	18953at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	1895at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	18962at7041	3	1	2	1	1	1	0	1	1	1	1	1	1	2	1
None	18963at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	18964at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	18966at7041	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1
None	18974at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
None	18980at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2
None	18982at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1
None	18984at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	18986at7041	1	1	1	0	1	1	1	1	1	1	1	3	1	2	1
None	18988at7041	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1
None	1898at7041	1	1	2	0	1	1	1	1	1	1	2	1	1	1	1
None	18991at7041	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
None	19010at7041	1	1	1	1	1	1	1	44	1	1	1	1	1	7	1
None	19011at7041	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1
None	19013at7041	1	2	3	0	3	1	1	1	1	5	1	3	1	2	2
None	19015at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19016at7041	1	1	1	2	1	1	1	1	1	3	1	2	2	1	1
None	1901at7041	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
None	19021at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	19022at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19023at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	19025at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19028at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	1902at7041	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19037at7041	1	1	1	1	2	1	1	1	1	2	1	1	1	0	1
None	19038at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19039at7041	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1
None	19041at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	1	2
None	19046at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19051at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	19052at7041	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1
None	19053at7041	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1
None	19057at7041	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1
None	19059at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
None	19060at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19062at7041	2	0	1	1	1	1	1	1	1	2	1	1	1	1	1
None	19071at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	2
None	19073at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19078at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19082at7041	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
None	19087at7041	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1
None	19088at7041	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
None	19090at7041	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1
None	19098at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19099at7041	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1
None	19101at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	19106at7041	3	6	1	2	7	5	2	3	4	4	4	4	5	3	2
None	19107at7041	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1
None	19108at7041	1	1	1	1	1	2	1	5	1	1	1	1	1	1	1
None	19109at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	19112at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	19114at7041	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2
None	1911at7041	3	3	3	0	3	2	3	3	3	2	3	3	3	1	2
None	19123at7041	1	1	4	0	1	3	2	1	1	5	2	3	1	1	2
None	19124at7041	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
None	19127at7041	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
None	19132at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19136at7041	1	1	1	4	1	0	1	1	1	1	2	1	1	1	3
None	19141at7041	2	1	1	1	1	1	1	1	1	3	2	2	1	3	4
None	19144at7041	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
None	19146at7041	1	1	1	2	1	1	2	1	1	3	1	1	1	1	1
None	19150at7041	1	2	1	3	1	1	1	1	1	5	1	2	1	1	1
None	19155at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19156at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19159at7041	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1
None	19161at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2
None	19171at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19186at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	19187at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19191at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	1	3
None	19196at7041	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1
None	19197at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1
None	19203at7041	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
None	19204at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19207at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19209at7041	1	1	2	1	1	1	1	2	1	2	2	2	1	1	2
None	1920at7041	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2
None	19214at7041	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19218at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	19220at7041	1	0	1	1	1	1	1	1	1	1	1	1	1	3	1
None	19224at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	19228at7041	1	1	1	0	1	1	1	1	1	3	1	2	1	2	1
None	19229at7041	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
None	19231at7041	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1
None	19232at7041	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
None	19234at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19236at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	19238at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	19240at7041	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1
None	19241at7041	3	3	3	3	3	3	3	3	3	3	3	3	3	4	5
None	19242at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19246at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19249at7041	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1
None	19251at7041	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1
None	1925at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19261at7041	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1
None	19265at7041	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1
None	19271at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19278at7041	1	1	1	0	1	1	1	1	1	1	3	2	1	1	1
None	19279at7041	2	1	1	2	2	4	2	1	2	2	2	3	2	2	2
None	19284at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19285at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19292at7041	1	11	2	3	7	13	1	24	9	36	3	27	13	1	6
None	19293at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19295at7041	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1
None	19296at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1929at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19307at7041	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1
None	19310at7041	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
None	19311at7041	1	1	1	1	2	1	2	1	1	0	1	1	1	1	1
None	19316at7041	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19322at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3
None	19323at7041	1	1	4	2	1	3	0	1	1	1	1	1	1	2	1
None	19325at7041	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
None	1932at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2
None	19333at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	19336at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	19338at7041	0	1	1	1	1	1	2	1	1	1	1	2	1	1	1
None	19343at7041	1	1	3	1	2	1	2	1	1	1	1	5	1	1	1
None	19348at7041	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1
None	19349at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19350at7041	1	1	2	0	1	1	1	1	1	1	1	3	1	2	1
None	19357at7041	1	3	2	2	2	1	2	2	2	2	1	2	2	1	2
None	19360at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	19361at7041	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
None	19363at7041	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	19364at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19366at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	19367at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19372at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	19378at7041	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1
None	19379at7041	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1
None	19380at7041	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1
None	19388at7041	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1
None	19390at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19394at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1939at7041	1	1	2	0	1	2	1	1	1	2	1	1	1	1	1
None	193at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19404at7041	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1
None	19405at7041	1	4	2	0	1	1	1	1	1	1	1	1	1	1	1
None	19412at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	19414at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	19417at7041	1	2	5	4	9	11	3	2	3	4	1	19	3	3	1
None	19418at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	19421at7041	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1
None	19423at7041	1	1	3	0	1	1	1	1	1	1	1	1	1	1	1
None	19436at7041	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1
None	1943at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19440at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1
None	19442at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19446at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	1944at7041	1	1	1	1	1	1	2	1	1	1	1	3	1	1	2
None	19456at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19457at7041	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	1945at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19461at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	19464at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19468at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1
None	19476at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19478at7041	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
None	19484at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19485at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2
None	19489at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	2	1
None	19490at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19492at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19493at7041	1	0	2	1	1	1	1	1	1	1	1	2	1	2	1
None	19495at7041	0	1	2	2	1	1	1	2	2	1	2	3	2	4	2
None	19496at7041	1	3	3	8	6	3	0	2	2	3	2	2	2	6	1
None	19499at7041	1	1	1	1	1	1	4	1	0	1	1	1	1	1	1
None	19509at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	19516at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19518at7041	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1
None	19520at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	19529at7041	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1
None	1952at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	19534at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	19538at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	19539at7041	1	1	1	1	2	1	1	1	1	2	1	1	1	3	1
None	1953at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	19543at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	19552at7041	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1
None	19555at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19556at7041	1	2	1	0	3	1	2	2	1	1	1	1	1	1	1
None	19561at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19569at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1
None	1956at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
None	19573at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	19577at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	1957at7041	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
None	19581at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19587at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19598at7041	1	1	1	2	2	1	0	1	1	1	1	1	1	1	1
None	1959at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	195at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19601at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19602at7041	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2
None	19605at7041	2	1	1	1	2	2	1	1	1	1	1	1	1	2	3
None	19606at7041	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1
None	19613at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19614at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	19622at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2
None	19627at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3
None	19634at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	19636at7041	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
None	19637at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
None	19638at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	1963at7041	1	1	1	0	1	2	2	1	1	1	1	1	1	1	1
None	19640at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19645at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
None	19646at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19648at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	19652at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2
None	19654at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0
None	19656at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	19664at7041	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2
None	19667at7041	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
None	19671at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1
None	19678at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	19680at7041	1	1	1	1	1	1	1	1	2	2	1	1	3	0	1
None	19683at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	19684at7041	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19686at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	1968at7041	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2
None	19693at7041	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19696at7041	1	1	3	0	1	1	1	1	1	1	1	1	1	1	1
None	19698at7041	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
None	19699at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	196at7041	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
None	19712at7041	1	1	2	1	1	1	3	2	1	1	1	1	2	1	3
None	19714at7041	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
None	19716at7041	1	1	1	0	1	1	1	1	1	2	1	2	1	2	1
None	19717at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19718at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
None	19722at7041	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
None	19726at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	19729at7041	1	4	3	0	1	1	1	3	1	2	1	1	1	4	1
None	1972at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19731at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
None	19734at7041	2	2	2	0	2	1	3	2	2	2	2	2	2	2	2
None	19735at7041	2	1	3	3	2	5	1	2	2	2	2	4	2	4	1
None	19744at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	19745at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19747at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1974at7041	3	1	1	3	3	2	0	1	1	1	1	1	1	2	1
None	19751at7041	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1
None	19752at7041	1	1	1	1	1	1	2	1	1	1	0	2	1	1	2
None	19753at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1
None	19755at7041	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1
None	19760at7041	1	1	4	1	1	1	2	1	1	1	1	2	1	1	1
None	19770at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1
None	19775at7041	0	1	2	2	4	1	2	1	1	1	2	3	1	1	1
None	19777at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19779at7041	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1
None	1977at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19781at7041	1	4	1	0	3	7	6	4	6	4	2	3	8	3	1
None	19786at7041	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
None	19788at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19794at7041	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
None	19795at7041	3	2	7	3	2	1	2	2	4	1	2	1	3	4	3
None	19796at7041	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1
None	19801at7041	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1
None	19804at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	19805at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	19807at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19809at7041	1	1	1	0	1	1	1	1	1	1	1	4	1	1	1
None	1980at7041	1	1	1	0	1	1	2	1	1	1	2	2	1	1	1
None	19810at7041	1	1	1	1	2	3	1	1	2	1	1	1	2	1	2
None	19818at7041	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1
None	19819at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	1981at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19822at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19825at7041	1	1	2	1	2	1	1	1	1	2	1	2	2	2	1
None	19827at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19828at7041	1	1	2	1	1	1	1	1	1	2	1	0	1	2	1
None	1982at7041	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1
None	19837at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	1983at7041	1	2	2	4	4	3	5	2	2	3	2	4	2	1	2
None	19841at7041	1	1	1	0	2	2	1	1	1	1	1	1	1	2	1
None	19842at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0
None	19844at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19849at7041	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1
None	19859at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	19862at7041	1	1	1	2	2	1	2	1	1	1	1	1	1	3	1
None	19863at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	19867at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19873at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19877at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	19878at7041	1	1	2	1	2	1	1	1	1	2	3	1	1	1	1
None	19880at7041	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1
None	19881at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	19883at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19884at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19888at7041	1	2	3	2	1	2	1	2	2	1	4	1	2	5	1
None	19890at7041	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2
None	19895at7041	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
None	19896at7041	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
None	19901at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19907at7041	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2
None	1990at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19910at7041	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
None	19912at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	19916at7041	1	1	3	0	1	1	1	1	1	2	1	1	1	1	1
None	19917at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19922at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19923at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	19924at7041	1	2	2	1	1	5	1	1	1	1	1	10	1	1	1
None	19926at7041	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
None	19929at7041	1	1	1	1	2	1	1	1	1	1	0	2	1	1	1
None	19931at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19933at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	1993at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19942at7041	1	6	1	1	2	1	1	1	1	2	1	1	1	1	1
None	19945at7041	3	1	1	1	1	1	1	1	1	3	1	4	1	2	1
None	19949at7041	2	1	3	1	1	0	1	1	1	1	1	1	1	1	1
None	19950at7041	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1
None	19951at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19954at7041	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19955at7041	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1
None	19960at7041	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1
None	19964at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	1996at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	19970at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	19971at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	19974at7041	1	1	1	1	1	1	2	1	1	1	1	1	2	1	3
None	19977at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	19979at7041	2	1	6	1	2	1	1	1	2	1	1	3	3	2	1
None	1997at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	19985at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
None	19986at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	19990at7041	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2
None	19at7041	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2
None	1at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	20001at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
